OSOURCE,STATE,ZIP,CLUSTER,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2,RFA_2R,GEOCODE2,DOMAIN_A,DOMAIN_B
WFD,IN,47714,27.0,H,M,3.0,,Y,L2F,L,B,C,2
PCL,OTHER,85715,12.0,H,M,3.0,,Y,L4D,L,B,S,1
AML,MI,49068,44.0,H,M,3.0,,,L2F,L,C,R,2
STV,CA,93535,30.0,H,F,2.0,,,L3E,L,A,C,3
ALZ,OTHER,80465,35.0,U,F,0,,,L4E,L,B,T,1
FRC,CA,95409,26.0,U,F,3.0,,,L4D,L,A,C,2
AGR,IN,47905,27.0,U,F,0,,,L2F,L,C,C,2
LKE,WI,53151,12.0,U,F,3.0,,,L2E,L,B,S,1
TX2,CA,92336,18.0,H,M,2.0,,,L1G,L,A,S,2
SYN,OTHER,80501,35.0,H,M,2.0,,,L3E,L,B,T,1
,CA,94040-,15.0,H,M,3.0,,,L1G,L,A,S,1
HAN,OTHER,72103,39.0,H,F,3.0,,,L3E,L,B,T,2
STR,NC,27970,50.0,U,F,1.0,,,L1F,L,D,R,3
MBC,OTHER,72032,45.0,H,F,2.0,12.0,,L4F,L,B,R,2
LIS,OTHER,36907,50.0,H,F,2.0,,,L4D,L,D,R,3
L25,FL,33437-,17.0,U,M,3.0,,,L4E,L,B,S,2
NWF,TX,77657,40.0,H,F,3.0,,,L1G,L,B,R,2
KEN,OTHER,85023,7.0,U,F,2.0,,Y,L1F,L,A,U,2
NSN,OTHER,88352,43.0,U,M,3.0,,Y,L4E,L,D,R,2
L02,OTHER,73501,36.0,H,F,2.0,,Y,L1G,L,C,T,2
NEW,OTHER,96251,10.0,U,M,0,,,L2G,L,U,U,4
STR,CA,90046,3.0,H,F,3.0,12.0,,L4G,L,A,U,1
HCC,MI,49335,44.0,U,M,3.0,,,L1G,L,C,R,2
AML,FL,33125,10.0,U,,0,,,L1F,L,A,U,4
AML,OTHER,35811,27.0,H,F,3.0,,,L4D,L,B,C,2
ARG,MI,49525,40.0,U,F,3.0,,,L2F,L,B,R,2
SYN,OTHER,97754,45.0,H,M,2.0,,,L1F,L,D,R,2
SSS,NC,28270,31.0,U,M,0,,,L1G,L,B,C,3
AML,OTHER,66101,30.0,U,F,3.0,12.0,,L1F,L,B,C,3
RMG,CA,90703,2.0,H,M,3.0,,,L1F,L,A,U,1
CJR,MI,49071,44.0,H,M,2.0,,,L1E,L,C,R,2
SYN,OTHER,52225,51.0,U,M,3.0,,,L2F,L,D,R,3
L04,OTHER,80003,16.0,U,F,0,,,L1F,L,B,S,2
SYN,FL,33177,21.0,H,M,3.0,,,L3F,L,A,S,3
NHB,MO,63127,13.0,H,M,3.0,,,L1F,L,A,S,1
CNT,OTHER,80103,44.0,U,M,2.0,,,L1F,L,B,R,2
APP,FL,34465,29.0,H,M,3.0,,Y,L4D,L,C,C,2
BOA,MI,48126,40.0,U,F,3.0,,,L1F,L,A,R,2
FCR,OTHER,86351,40.0,U,M,0,,,L4F,L,C,R,2
AGR,WA,98072,35.0,H,M,3.0,,,L1F,L,A,T,1
AMB,OTHER,80022,30.0,H,F,3.0,,,L1F,L,B,C,3
DNA,OTHER,67865,45.0,U,M,1.0,,,L1F,L,D,R,2
RMG,OTHER,67212,17.0,U,F,3.0,,,L1F,L,B,S,2
ESN,CA,95125,1.0,U,F,0,,,L3D,L,A,U,1
UCA,OTHER,74464,36.0,H,M,3.0,,,L3F,L,D,T,2
DRK,CA,91719,5.0,U,F,0,,,L4D,L,A,U,2
HCC,OTHER,97132,36.0,U,F,0,,,L1F,L,B,T,2
KNG,IN,47933,37.0,U,F,0,,,L2F,L,D,T,2
SGI,CA,95018,34.0,H,F,3.0,,,L3E,L,A,T,1
BSM,TX,77905,44.0,U,M,3.0,,,L4E,L,C,R,2
ARG,WI,53118,35.0,H,M,3.0,,,L1F,L,B,T,1
L04,CA,92056,20.0,H,F,2.0,,,L1F,L,A,S,2
AML,CA,92057,33.0,H,M,3.0,,,L1G,L,A,C,3
HOS,CA,95630,20.0,H,F,1.0,,,L3F,L,B,S,2
STR,IL,61265,31.0,U,F,0,,,L1E,L,B,C,3
STL,MO,64129,21.0,H,M,1.0,,,L3F,L,B,S,3
L01,FL,32110,46.0,H,F,2.0,,,L2F,L,D,R,2
SIG,CA,93065,24.0,H,M,3.0,,,L2F,L,A,C,1
MCC,TX,75667,53.0,H,F,3.0,,Y,L1F,L,D,R,3
CHT,GA,30310,8.0,H,M,3.0,,Y,L1G,L,A,U,3
DCD,CA,91780,2.0,U,M,2.0,12.0,,L2F,L,A,U,1
USB,CA,95901,31.0,U,F,0,,,L1G,L,C,C,3
DRK,CA,90603,13.0,H,F,2.0,,,L1E,L,A,S,1
CAP,MO,63901,36.0,U,F,0,,,L1E,L,D,T,2
TVG,OTHER,97355,44.0,U,F,1.0,12.0,,L4G,L,C,R,2
HHH,WA,98383,12.0,U,F,3.0,,,L1G,L,C,S,1
MBC,OTHER,73801,36.0,U,M,0,,,L2F,L,D,T,2
AGR,MI,48116,40.0,U,M,0,,,L1F,L,A,T,2
SGI,OTHER,80241,17.0,H,M,3.0,,,L3E,L,B,S,2
AML,OTHER,42748,43.0,H,M,3.0,,Y,L1G,L,D,R,2
HCC,OTHER,99516,35.0,U,F,2.0,,,L3F,L,C,T,1
AML,WA,98155,20.0,H,M,3.0,,,L1E,L,A,S,2
SUF,OTHER,68017-,40.0,U,F,0,,,L1F,L,D,R,2
PRV,CA,92139,8.0,H,M,2.0,12.0,Y,L1F,L,A,U,3
NEW,TX,78242,21.0,H,M,3.0,,,L1F,L,B,S,3
RPH,GA,30314,32.0,U,F,0,,,L4D,L,A,C,3
HOS,NC,28208,17.0,H,M,3.0,,,L1F,L,B,S,2
IMP,GA,30179,43.0,H,F,3.0,,,L1F,L,C,R,2
IMP,IN,47396,39.0,H,F,2.0,,Y,L3G,L,C,T,2
CRG,NC,28052,30.0,U,F,0,,,L1F,L,B,C,3
LIS,CA,93550,27.0,U,J,0,,,L1E,L,A,C,2
AML,WA,98292,28.0,H,M,3.0,,,L1F,L,C,C,2
BHG,MI,48313,20.0,U,M,3.0,,,L3E,L,A,S,2
AGR,FL,33156,12.0,H,M,3.0,,,L1G,L,A,S,1
COK,CA,93035,11.0,H,F,3.0,,,L1G,L,A,S,1
TRO,CA,92507,11.0,U,M,1.0,,,L1G,L,A,S,1
WRG,OTHER,89128,24.0,H,M,2.0,,Y,L3E,L,B,C,1
GUR,MO,65452,43.0,U,M,2.0,,,L1F,L,D,R,2
HOW,OTHER,39465,49.0,U,M,0,,,L4D,L,C,R,2
WIG,IN,47335,51.0,U,F,2.0,,Y,L3E,L,C,R,3
L02,TX,78801,36.0,H,F,3.0,,,L1F,L,D,T,2
MM3,OTHER,55396,45.0,H,M,3.0,,Y,L1F,L,D,R,2
MAT,IL,60139,18.0,H,M,3.0,,,L1F,L,A,S,2
DRK,TX,78727,18.0,H,F,3.0,,,L1E,L,B,S,2
DCD,CA,93401,24.0,U,M,2.0,,,L1F,L,C,C,1
DCD,FL,33761-,20.0,U,M,0,,,L2G,L,A,S,2
ADD,FL,32244,18.0,U,,0,,,L3E,L,B,S,2
PBL,IL,60429-,16.0,U,F,3.0,,,L1G,L,A,S,2
ASC,GA,30349,17.0,H,M,3.0,12.0,,L1G,L,A,S,2
D02,MI,48079,36.0,U,F,3.0,,,L1F,L,A,T,2
CFI,MI,49442,31.0,U,F,1.0,,Y,L1G,L,C,C,3
CWR,CA,94063,17.0,U,F,0,,,L3E,L,A,S,2
PV3,OTHER,73075,45.0,U,F,0,,,L1F,L,D,R,2
SYN,CA,92021,20.0,H,M,2.0,,,L4E,L,A,S,2
GLP,OTHER,86045,51.0,H,F,2.0,,,L4D,L,C,R,3
MBC,IL,62656,40.0,U,F,0,,,L4D,L,D,T,2
BHG,CA,95926,46.0,U,,0,,,L3E,L,C,R,2
MBC,WA,98125,2.0,H,M,2.0,,,L1G,L,A,U,1
STV,OTHER,84121,14.0,H,M,3.0,,,L1G,L,B,S,1
ARG,FL,33617,15.0,U,F,0,,,L4F,L,A,S,1
ENQ,IL,61864,44.0,U,F,1.0,12.0,,L2E,L,C,R,2
HHH,OTHER,74075,39.0,H,M,3.0,,,L1F,L,C,T,2
HEA,TX,78721,32.0,H,F,3.0,,,L1F,L,B,C,3
WRG,OTHER,68701,35.0,H,F,3.0,,,L2F,L,D,T,1
APP,IL,60025,13.0,H,M,3.0,,,L1F,L,A,S,1
CAW,CA,93705,7.0,H,M,2.0,,,L1F,L,B,U,2
MBC,NC,28717,28.0,U,M,3.0,,,L1F,L,D,C,2
MBC,OTHER,59221,51.0,U,M,0,,,L1F,L,D,R,3
BLI,OTHER,50501,41.0,U,F,0,12.0,,L1F,L,D,T,3
OVS,OTHER,37686,46.0,H,F,2.0,,,L1F,L,B,R,2
PV3,MO,64134,20.0,H,M,3.0,2.0,Y,L1F,L,B,S,2
PV3,CA,90732,11.0,U,F,0,12.0,,L3E,L,A,S,1
DUR,IL,60558,13.0,H,M,2.0,,,L3E,L,A,S,1
HOS,OTHER,70123,31.0,H,F,3.0,,,L1F,L,B,C,3
AML,MO,63376,27.0,H,M,3.0,,,L4D,L,A,C,2
LHJ,OTHER,55744,40.0,H,M,3.0,12.0,,L2G,L,D,R,2
MCC,OTHER,55066,36.0,U,F,1.0,,,L2E,L,D,T,2
MBC,OTHER,38651,40.0,H,F,3.0,,,L2F,L,B,T,2
DNA,OTHER,66043-,27.0,U,M,0,,,L2F,L,B,C,2
EAS,WA,98942,44.0,H,F,3.0,,Y,L3G,L,C,R,2
APP,TX,77091,20.0,H,M,3.0,,,L3E,L,A,S,2
HHH,IL,60628,2.0,H,M,3.0,,,L1F,L,A,U,1
DNA,CA,94123,1.0,U,U,1.0,,,L2E,L,A,U,1
ESN,MO,63119,5.0,H,F,3.0,,,L1F,L,A,U,2
L01,FL,33415,20.0,H,M,3.0,,,L3E,L,B,S,2
AMB,OTHER,56172,48.0,H,F,3.0,,,L1E,L,D,R,2
SYN,GA,30152,40.0,H,M,3.0,,,L1G,L,A,R,2
LIS,OTHER,68847-,46.0,U,M,1.0,,,L2E,L,D,R,2
CRG,OTHER,84075,40.0,U,F,3.0,,,L1F,L,B,T,2
SFH,CA,92505,19.0,H,F,3.0,,,L1F,L,A,S,2
DNA,WA,98683,18.0,U,M,0,,,L1G,L,B,S,2
CFI,OTHER,80442,42.0,U,F,0,,,L2F,L,D,R,1
SYN,OTHER,35476,49.0,U,,0,,Y,L3E,L,C,R,2
BHG,OTHER,70895,31.0,U,,0,,,L1E,L,B,C,3
IMA,FL,32207,25.0,H,F,2.0,,,L1F,L,B,C,2
IMP,WA,99156,45.0,U,M,3.0,,,L1E,L,D,R,2
AML,OTHER,55106,8.0,H,M,3.0,,,L2E,L,A,U,3
AMB,OTHER,84010,24.0,H,F,3.0,,,L1E,L,B,C,1
PBK,OTHER,42206-,51.0,U,M,0,,,L2F,L,D,R,3
BOA,IL,60005,14.0,U,F,0,,,L1F,L,A,S,1
ARG,FL,32824,39.0,H,M,2.0,,,L2F,L,B,T,2
TOR,OTHER,41502,49.0,U,M,0,,,L2E,L,C,R,2
LIS,CA,93003,13.0,U,M,0,12.0,,L1F,L,A,S,1
ENQ,OTHER,89122,21.0,H,F,3.0,,,L1F,L,B,S,3
LHJ,IL,61244,21.0,U,F,0,,,L3E,L,B,S,3
MBC,GA,30752,51.0,U,F,3.0,,,L3E,L,B,R,3
L01,MO,64633,53.0,U,F,1.0,12.0,,L2G,L,D,R,3
L01,FL,33004,31.0,H,M,3.0,,,L1F,L,A,C,3
HCC,MO,64116,21.0,U,M,2.0,,,L4E,L,B,S,3
HJR,CA,94579,5.0,H,F,3.0,,,L1F,L,A,U,2
,FL,33161,2.0,H,F,3.0,12.0,,L4E,L,A,U,1
DRK,OTHER,36801,35.0,U,F,2.0,,,L1E,L,C,T,1
AMB,IL,60415,18.0,U,F,0,,,L1F,L,A,S,2
IMP,IL,61103,40.0,H,M,3.0,,,L4G,L,B,T,2
SYN,CA,94530,3.0,H,M,3.0,,,L2E,L,A,U,1
MCO,IL,60187,15.0,H,M,1.0,,,L4F,L,A,S,1
OMH,MO,63303,40.0,U,M,0,,,L1E,L,A,T,2
MSD,CA,91304,13.0,U,F,2.0,,,L3F,L,A,S,1
NPT,OTHER,59105,27.0,U,F,3.0,,,L2F,L,C,C,2
DCD,CA,93004,14.0,U,F,2.0,,,L1F,L,A,S,1
STR,OTHER,85373,46.0,U,F,0,,,L1F,L,A,R,2
FRC,OTHER,85543,43.0,U,F,0,,,L2G,L,D,R,2
IWD,IL,60447,35.0,H,M,3.0,,,L1F,L,A,T,1
LIS,OTHER,39337,45.0,U,M,2.0,,,L3F,L,D,R,2
PV3,WA,98178,16.0,U,M,1.0,,,L3D,L,A,S,2
AML,OTHER,29360-,51.0,H,F,3.0,,,L2E,L,C,R,3
DRK,CA,93720,15.0,H,F,1.0,12.0,Y,L1E,L,B,S,1
HER,OTHER,55044-,45.0,H,M,2.0,,,L1F,L,A,R,2
FOR,WA,98061,35.0,U,M,0,,,L1F,L,C,T,1
MCC,OTHER,56542,53.0,U,F,2.0,,,L2F,L,D,R,3
HAM,IN,46220,11.0,H,F,3.0,,,L1G,L,B,S,1
HOS,CA,92688,11.0,H,F,2.0,,,L2F,L,A,S,1
ARG,NC,28137,49.0,U,F,3.0,,,L2F,L,B,R,2
RPH,OTHER,68123,35.0,H,F,3.0,,,L2F,L,B,T,1
MB1,MI,48826,11.0,H,F,2.0,,,L2F,L,B,S,1
CWR,FL,33433,13.0,U,F,3.0,,,L2F,L,B,S,1
IMP,OTHER,85351,29.0,U,F,3.0,,,L2E,L,A,C,2
ARG,FL,34711,46.0,U,M,2.0,,,L4E,L,C,R,2
AML,OTHER,29591,51.0,U,M,3.0,,,L3E,L,C,R,3
CHK,IL,60457,17.0,H,M,3.0,,,L2F,L,A,S,2
MBC,MO,63640,36.0,U,F,3.0,,,L3D,L,D,T,2
IMA,OTHER,89139,44.0,U,M,0,,,L3E,L,B,R,2
BHG,IL,61704,24.0,H,M,2.0,,Y,L1F,L,C,C,1
PV3,OTHER,39110,13.0,U,M,0,,,L2F,L,B,S,1
LIS,FL,34231,26.0,H,M,3.0,,,L1G,L,B,C,2
L01,OTHER,29812,42.0,H,F,3.0,,Y,L2F,L,D,R,1
BHG,CA,91702,20.0,H,M,3.0,,,L4E,L,A,S,2
PCL,OTHER,97850,36.0,U,U,1.0,,,L3E,L,D,T,2
BHG,FL,33756,9.0,H,F,2.0,,Y,L1E,L,U,U,3
SYN,OTHER,97042-,40.0,U,F,1.0,,,L4D,L,B,T,2
CNT,MO,64050,30.0,H,F,3.0,,,L1F,L,B,C,3
AML,OTHER,85710,17.0,H,F,2.0,,Y,L1E,L,B,S,2
AMB,OTHER,52240,25.0,U,M,0,,Y,L2E,L,C,C,2
L21,GA,30066,16.0,H,M,3.0,,,L1G,L,A,S,2
ASC,OTHER,51104,24.0,H,M,3.0,,,L3F,L,C,C,1
AGR,CA,93436,27.0,H,M,3.0,,,L1F,L,B,C,2
MBC,WA,98004,15.0,H,M,3.0,,,L3E,L,A,S,1
SHL,GA,30415,43.0,U,F,2.0,,,L1F,L,D,R,2
HAM,WA,98264,28.0,U,M,2.0,,Y,L2F,L,C,C,2
IMP,IN,46514,27.0,H,M,3.0,,,L1G,L,C,C,2
AML,CA,93306,21.0,H,M,3.0,,,L1F,L,B,S,3
CNT,OTHER,29841,39.0,H,M,3.0,,,L3E,L,B,T,2
HOS,FL,33009,23.0,U,F,0,,,L2G,L,A,C,1
ARG,OTHER,55378,12.0,H,F,2.0,,,L1F,L,A,S,1
AMB,CA,90250,6.0,U,,0,,,L1F,L,A,U,2
GDA,CA,92019,20.0,H,F,3.0,,,L1F,L,A,S,2
ARG,CA,91761,10.0,H,M,2.0,,,L1F,L,A,U,4
FAR,MO,65041,48.0,H,M,2.0,12.0,,L2G,L,D,R,2
AGR,OTHER,71129,39.0,U,M,1.0,,,L1F,L,B,T,2
MBC,OTHER,88435,52.0,U,F,0,,,L1G,L,D,R,3
CHT,TX,75904,40.0,H,F,2.0,,,L3F,L,C,R,2
AML,CA,90305,7.0,U,F,2.0,,,L1F,L,A,U,2
MCO,NC,27107,25.0,H,M,3.0,,Y,L1G,L,B,C,2
DNA,OTHER,72315,41.0,U,M,3.0,,,L1G,L,C,T,3
LIS,FL,33771,9.0,U,F,0,,,L1G,L,A,U,3
RPH,CA,93711,14.0,H,F,1.0,,,L2G,L,B,S,1
ARG,OTHER,66209,11.0,U,M,0,,,L3G,L,B,S,1
ARG,FL,34947,29.0,U,M,0,,,L1F,L,B,C,2
STA,CA,95127,9.0,H,M,3.0,,,L1F,L,A,U,3
SYN,TX,77586,24.0,H,M,3.0,,,L2G,L,A,C,1
LHJ,GA,30705,43.0,U,F,0,,,L4F,L,D,R,2
EPL,TX,79925,12.0,H,F,3.0,,,L1E,L,B,S,1
LIS,IN,46771,49.0,U,M,0,,,L2F,L,D,R,2
STR,WA,98862,46.0,H,F,3.0,,,L4D,L,D,R,2
DNA,CA,95124,2.0,H,M,1.0,,,L3D,L,A,U,1
L02,OTHER,35124,39.0,H,F,3.0,,,L1G,L,B,T,2
AMB,CA,90278,2.0,H,F,3.0,,Y,L4F,L,A,U,1
DRK,MI,49426,40.0,H,F,3.0,,,L1G,L,B,T,2
HAN,CA,90305,5.0,U,F,0,,,L2F,L,A,U,2
BHG,FL,33777,20.0,U,F,0,12.0,,L1G,L,A,S,2
BHG,OTHER,38920,51.0,H,M,2.0,,,L2F,L,D,R,3
OVS,CA,90036,3.0,U,M,0,,,L1F,L,A,U,1
DEL,CA,92648,1.0,H,M,3.0,,,L1F,L,A,U,1
WRG,IL,60617,8.0,H,F,2.0,,,L1G,L,A,U,3
WKB,OTHER,71203,25.0,H,F,1.0,,,L1F,L,C,C,2
NWN,CA,91116,15.0,U,F,0,,,L4G,L,A,S,1
L01,WA,98682,40.0,H,F,2.0,12.0,,L2G,L,B,T,2
ARG,OTHER,41169,24.0,U,M,1.0,,,L2F,L,B,C,1
WWC,CA,92404,31.0,U,F,0,,,L1F,L,A,C,3
ASC,OTHER,55009-,45.0,H,M,3.0,,,L1F,L,D,R,2
AHC,NC,28673,46.0,H,M,2.0,,,L4D,L,B,R,2
L01,TX,77061,16.0,H,M,2.0,,,L1G,L,A,S,2
AGR,WA,98023,24.0,H,F,3.0,,,L1F,L,A,C,1
IMP,MI,49242,36.0,U,M,2.0,,Y,L2E,L,D,T,2
MBC,TX,76022,38.0,H,F,2.0,12.0,,L4D,L,A,T,2
,WI,53210,5.0,H,F,3.0,,,L3D,L,B,U,2
MBC,TX,79924,30.0,H,J,2.0,,,L2E,L,B,C,3
NSH,OTHER,97801,41.0,H,M,3.0,,,L3E,L,C,T,3
HOS,CA,90063,10.0,U,F,0,,,L3E,L,A,U,4
IWD,CA,95949,24.0,H,F,2.0,,,L2F,L,C,C,1
CWR,OTHER,39211,32.0,U,F,0,,,L2G,L,B,C,3
ESN,TX,77002,10.0,U,M,1.0,,,L2G,L,A,U,4
HOS,OTHER,39439,50.0,U,F,2.0,,,L4G,L,D,R,3
SUF,IN,47613,49.0,H,M,3.0,,,L1E,L,B,R,2
DCD,MI,48138,13.0,U,,0,,,L2E,L,A,S,1
ESN,NC,28540,27.0,H,F,3.0,,,L3E,L,C,C,2
TV1,TX,78201,10.0,U,F,1.0,,,L3E,L,B,U,4
MCC,WI,53186,35.0,U,F,1.0,,,L3E,L,B,T,1
CNT,FL,32539,40.0,H,M,3.0,,,L1G,L,C,R,2
L01,CA,92359-,40.0,U,F,2.0,,,L1F,L,A,R,2
PV3,WA,98686,18.0,U,M,3.0,,,L2F,L,B,S,2
L21,FL,32301,25.0,H,M,3.0,,Y,L3E,L,B,C,2
HHH,CA,94611,2.0,H,F,3.0,,,L3E,L,A,U,1
CHT,WA,98332,40.0,H,F,2.0,,,L3F,L,A,T,2
BHG,NC,28539,43.0,H,F,3.0,,Y,L4D,L,C,R,2
AMB,WI,54304-,31.0,H,F,3.0,12.0,,L1F,L,C,C,3
L04,WI,53110,21.0,H,F,3.0,,,L1F,L,B,S,3
SSS,WA,98685,18.0,U,M,1.0,,Y,L1F,L,B,S,2
CRG,FL,32246,18.0,H,M,2.0,,Y,L1F,L,B,S,2
FRC,WA,98604,44.0,U,M,0,,,L1F,L,B,R,2
BHG,FL,34982,27.0,U,F,1.0,,,L4F,L,B,C,2
MBC,CA,91801,7.0,H,U,2.0,,,L3G,L,A,U,2
RMG,OTHER,85367,40.0,H,F,2.0,,,L1F,L,C,R,2
HAN,WA,99324,38.0,U,F,2.0,,,L1F,L,D,T,2
AML,OTHER,97233,16.0,H,M,3.0,,,L2E,L,B,S,2
NAD,CA,95945,40.0,H,M,3.0,,,L1G,L,C,T,2
DRK,IL,62226,30.0,U,M,1.0,,,L1F,L,A,C,3
GLP,MO,64063,16.0,U,F,2.0,,,L1F,L,B,S,2
BHG,OTHER,71909,29.0,U,M,0,,,L2E,L,B,C,2
CHS,OTHER,56655,15.0,U,M,0,,,L1F,L,D,S,1
TVG,CA,94587,5.0,H,M,3.0,,,L1G,L,A,U,2
LHJ,CA,95380,33.0,H,F,2.0,,,L4E,L,B,C,3
L15,OTHER,97416,51.0,U,M,0,,,L1F,L,C,R,3
SYN,MO,64831,51.0,U,M,0,,,L1F,L,D,R,3
GAR,CA,91750,19.0,U,M,0,,,L1G,L,A,S,2
MGR,TX,77521,30.0,U,F,2.0,,Y,L1F,L,A,C,3
DNA,WA,98925,46.0,U,M,3.0,,,L1F,L,D,R,2
OMH,GA,30534,49.0,U,F,0,,,L2F,L,D,R,2
OD1,NC,27828,47.0,U,F,3.0,12.0,,L3F,L,C,R,2
L02,CA,95667,38.0,H,F,1.0,,,L1G,L,B,T,2
HCC,TX,77059,24.0,H,M,3.0,,,L3G,L,A,C,1
APP,OTHER,67854,45.0,H,F,2.0,12.0,,L1F,L,D,R,2
SPG,MO,65712,53.0,H,F,3.0,,,L1G,L,D,R,3
ADM,OTHER,85920,46.0,H,F,2.0,,,L3F,L,D,R,2
PV3,NC,28174,44.0,U,F,0,,Y,L3D,L,B,R,2
FRC,NC,28801,32.0,U,F,2.0,,,L1F,L,C,C,3
SYN,FL,33462-,23.0,H,M,3.0,,,L2F,L,B,C,1
CWR,OTHER,97225,11.0,U,F,0,,,L1F,L,B,S,1
L01,OTHER,85345,28.0,H,M,3.0,,Y,L3E,L,A,C,2
DNA,OTHER,85653,40.0,U,M,3.0,0.0,,L2E,L,B,R,2
AGR,IL,60103,12.0,H,F,3.0,,,L1G,L,A,S,1
PV3,OTHER,57701-,30.0,H,F,3.0,,,L1F,L,C,C,3
LEO,IL,60505,25.0,U,F,2.0,,,L1E,L,A,C,2
AMB,CA,94044,12.0,H,F,3.0,,,L2F,L,A,S,1
LIS,FL,33801,27.0,H,F,3.0,,,L4D,L,B,C,2
HCC,GA,30068,24.0,H,M,2.0,,Y,L2G,L,A,C,1
SYN,OTHER,37803,40.0,U,F,2.0,,,L3E,L,B,R,2
AGS,CA,92311,41.0,H,M,3.0,,,L1F,L,A,T,3
L11,IL,62036,45.0,H,M,3.0,,Y,L2F,L,D,R,2
AGR,OTHER,50310,23.0,U,M,3.0,,,L1F,L,B,C,1
TIM,WA,98110,35.0,U,F,3.0,,,L1F,L,C,T,1
STR,MI,48017,16.0,H,F,2.0,,,L1G,L,A,S,2
SYN,FL,32063,43.0,H,F,2.0,,,L1G,L,D,R,2
PBL,FL,33023,8.0,H,F,3.0,12.0,,L3E,L,A,U,3
BHG,OTHER,89406,36.0,U,M,0,,,L1F,L,D,T,2
PWR,CA,92780,13.0,H,F,1.0,,,L2F,L,A,S,1
ASC,IL,61048,44.0,U,M,3.0,,,L1E,L,D,R,2
MBC,TX,75082,14.0,H,F,3.0,,,L1G,L,A,S,1
HOS,OTHER,35077,51.0,U,M,3.0,12.0,,L1F,L,C,R,3
VIK,OTHER,37742,36.0,H,F,2.0,,,L1F,L,B,T,2
LIS,OTHER,73601,45.0,U,M,0,,,L1G,L,D,R,2
ARG,OTHER,39307,36.0,H,F,3.0,,,L3E,L,C,T,2
AMB,MI,48348,35.0,U,M,0,,,L4F,L,A,T,1
FRC,WI,54110,49.0,U,F,1.0,,,L1E,L,B,R,2
RPH,OTHER,71106,30.0,H,F,3.0,,,L3E,L,B,C,3
HAN,OTHER,96826,1.0,H,M,2.0,,,L1F,L,B,U,1
ARG,TX,76114,16.0,H,F,3.0,,,L2F,L,A,S,2
USB,CA,92026,24.0,U,F,0,,Y,L1F,L,A,C,1
SRN,MI,48001,40.0,U,M,2.0,,,L1G,L,A,T,2
AML,WA,99403,45.0,U,M,0,,,L1G,L,D,R,2
,FL,32765,24.0,H,F,2.0,,,L1F,L,B,C,1
DUR,FL,34242,23.0,U,M,0,,,L4G,L,B,C,1
DSN,CA,94553,17.0,U,M,0,,,L1F,L,A,S,2
MCC,MI,48101,5.0,H,U,3.0,,,L4D,L,A,U,2
SSS,NC,28173,42.0,H,M,3.0,,,L1G,L,B,R,1
IMP,OTHER,89121,8.0,U,M,0,,,L2E,L,B,U,3
AMB,WA,98168,35.0,U,F,2.0,,,L4F,L,A,T,1
DBL,TX,76513,35.0,H,M,3.0,,Y,L1F,L,C,T,1
DON,OTHER,74873,36.0,H,M,3.0,12.0,,L2G,L,B,T,2
RPH,CA,90260,3.0,U,F,0,,,L2F,L,A,U,1
HFS,OTHER,74442,45.0,U,M,2.0,,,L2F,L,D,R,2
CFI,MI,48917,17.0,U,M,2.0,,,L3F,L,B,S,2
DCD,MO,63044,12.0,H,M,2.0,,,L3F,L,A,S,1
AML,OTHER,55441,14.0,H,F,3.0,,,L2E,L,A,S,1
NWN,MI,49504,16.0,H,F,3.0,,,L3E,L,B,S,2
BOA,NC,28388,38.0,U,M,0,,,L1F,L,C,T,2
ASC,CA,92373,13.0,H,M,3.0,,,L1F,L,A,S,1
CRG,CA,94025,23.0,U,F,1.0,,,L2F,L,A,C,1
FRC,FL,33063,18.0,H,U,3.0,,Y,L1G,L,A,S,2
BHG,TX,77521,22.0,H,M,3.0,,,L4D,L,A,C,1
MBC,OTHER,97008,40.0,U,F,2.0,,,L2F,L,B,R,2
BHG,CA,95310,46.0,H,F,2.0,12.0,,L2G,L,D,R,2
ARG,OTHER,59804,40.0,U,F,1.0,,,L3E,L,C,T,2
AGR,OTHER,67212,12.0,U,M,2.0,,Y,L4F,L,B,S,1
CWR,WA,99161-,46.0,H,M,3.0,,,L1G,L,D,R,2
WFD,CA,95677,40.0,H,F,2.0,,,L1G,L,B,T,2
NSH,CA,91604,13.0,U,F,0,,,L1F,L,A,S,1
ESN,CA,93030-,21.0,H,U,3.0,12.0,,L4D,L,A,S,3
CNT,IN,46320,30.0,H,M,2.0,,,L1G,L,A,C,3
BHG,OTHER,82935,40.0,U,,0,,,L2E,L,D,T,2
SMC,WA,99208,27.0,H,M,3.0,,Y,L3E,L,B,C,2
ESN,FL,33625,18.0,U,F,0,,,L4F,L,A,S,2
LHJ,OTHER,73125,42.0,H,F,2.0,,,L1G,L,B,R,1
MBC,OTHER,35987,51.0,H,M,3.0,,,L1F,L,B,R,3
DUR,OTHER,36116,21.0,U,U,1.0,,,L1E,L,B,S,3
LEO,OTHER,80540,42.0,U,U,2.0,,,L1G,L,B,R,1
MCC,GA,31792,38.0,H,M,2.0,,,L1F,L,D,T,2
PGA,OTHER,55803,24.0,H,F,3.0,,,L4D,L,B,C,1
HHH,IL,60504,27.0,H,F,2.0,,,L2G,L,A,C,2
TPS,CA,96003,44.0,H,F,3.0,,,L3G,L,C,R,2
APP,OTHER,96821,13.0,U,F,0,,,L2F,L,B,S,1
